synapse_id,pre_neuron_id,post_neuron_id,pre_gc_id,post_gc_id,is_axosomatic,size_um2,distance_mm,attenuation,effective_weight,c_bar,sigma_stab,pre_morphology,post_morphology
585,5a98df98-49c8-409a-b9cc-29c578c7bb25,d3d238ca-e750-4c2d-a21b-9b6794143385,1161,148,false,0.0496682031747891,1.1189999999999964,0.023992835836709452,0.001191681045077046,0.0,0.0,generic,generic
668,2cc94e3c-a36d-481e-bfc7-ec2a45283ccd,d3d238ca-e750-4c2d-a21b-9b6794143385,543,147,true,0.04976708076679095,0.001,0.9966722160545233,0.049601466674401976,0.0,0.0,generic,generic
274,0f960723-5f75-4e64-946c-37d2bc4098da,d3d238ca-e750-4c2d-a21b-9b6794143385,1363,148,false,0.04925717234910244,0.5130000000000003,0.18086579261712185,0.008908937518998591,0.0,0.0,generic,generic
15,ad7701ce-b683-4d65-9795-1469ee131d17,d3d238ca-e750-4c2d-a21b-9b6794143385,721,147,true,0.04891597901677526,0.001,0.9966722160545233,0.04875319720712596,0.0,0.0,generic,generic
538,ad7701ce-b683-4d65-9795-1469ee131d17,8cb7e6e8-ec01-4342-990f-0b4a67b21158,500,150,false,0.049626791653984766,0.12900000000000006,0.6505090947233164,0.03228267931285626,0.0,0.0,generic,generic
6,8a7898ba-6cf3-426f-8995-b60d81dfd640,e3657648-24c2-49ea-aba3-8c2d4e84777f,556,151,true,0.048715800787656194,0.001,0.9966722160545233,0.04855368512790399,0.0,0.0,generic,generic
219,0f960723-5f75-4e64-946c-37d2bc4098da,d3d238ca-e750-4c2d-a21b-9b6794143385,1266,148,false,0.04921256766871939,0.44400000000000034,0.2276376883838125,0.01120263514353923,0.0,0.0,generic,generic
153,1d937a0a-1d3b-4853-aba6-2ab7a8b63234,d3d238ca-e750-4c2d-a21b-9b6794143385,1131,148,false,0.049166109702879796,0.3780000000000003,0.2836540264997701,0.01394616498455127,0.0,0.0,generic,generic
139,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,944,148,false,0.04915837523525598,0.36600000000000027,0.29523016692401394,0.014513035326417935,0.0,0.0,generic,generic
13,8a7898ba-6cf3-426f-8995-b60d81dfd640,e3657648-24c2-49ea-aba3-8c2d4e84777f,372,151,true,0.048818544526111445,0.001,0.9966722160545233,0.04865608695739591,0.0,0.0,generic,generic
405,ad7701ce-b683-4d65-9795-1469ee131d17,d3d238ca-e750-4c2d-a21b-9b6794143385,1567,147,true,0.04945987665864231,0.001,0.9966722160545233,0.04929528487515242,0.0,0.0,generic,generic
104,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,1051,148,false,0.049127461684579654,0.33000000000000024,0.33287108369807933,0.0163531114102819,0.0,0.0,generic,generic
524,8a7898ba-6cf3-426f-8995-b60d81dfd640,8cb7e6e8-ec01-4342-990f-0b4a67b21158,1300,150,false,0.049616941944406696,0.11400000000000006,0.6838614092123557,0.0339311118389096,0.0,0.0,generic,generic
640,33d52ebf-78fb-4a56-8322-754b3df44f73,8cb7e6e8-ec01-4342-990f-0b4a67b21158,1910,150,false,0.04974529393261383,0.3030000000000002,0.36421897957152305,0.018118180194622087,0.0,0.0,generic,generic
302,0f960723-5f75-4e64-946c-37d2bc4098da,d3d238ca-e750-4c2d-a21b-9b6794143385,1384,148,false,0.04927464837279463,0.5400000000000004,0.1652988882215863,0.00814504459353255,0.0,0.0,generic,generic
43,b0ce6adc-3f6f-4ff8-9b66-0a569c36e49b,d3d238ca-e750-4c2d-a21b-9b6794143385,949,148,false,0.04903110694817266,0.19500000000000012,0.5220457767610158,0.025596482312211236,0.0,0.0,generic,generic
539,bc5fc0ad-78cd-4775-bb9e-b0e73d32d40c,d3d238ca-e750-4c2d-a21b-9b6794143385,1627,148,false,0.049626791653984766,1.0559999999999987,0.029599435167892117,0.0014689250021526117,0.0,0.0,generic,generic
646,33d52ebf-78fb-4a56-8322-754b3df44f73,8cb7e6e8-ec01-4342-990f-0b4a67b21158,1910,150,false,0.04974727376561152,0.3060000000000002,0.360594940173078,0.01793861520728442,0.0,0.0,generic,generic
39,b0ce6adc-3f6f-4ff8-9b66-0a569c36e49b,d3d238ca-e750-4c2d-a21b-9b6794143385,949,148,false,0.04902918370861381,0.19200000000000012,0.5272924240430483,0.02585271712656691,0.0,0.0,generic,generic
126,1d937a0a-1d3b-4853-aba6-2ab7a8b63234,d3d238ca-e750-4c2d-a21b-9b6794143385,1262,148,false,0.04915644199857136,0.36600000000000027,0.29523016692401394,0.014512464576628832,0.0,0.0,generic,generic
441,ad7701ce-b683-4d65-9795-1469ee131d17,d3d238ca-e750-4c2d-a21b-9b6794143385,1438,147,true,0.04954613929194394,0.001,0.9966722160545233,0.049381260445047856,0.0,0.0,generic,generic
443,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,1683,148,false,0.04954613929194394,0.9420000000000007,0.0432827979019658,0.002144495533795856,0.0,0.0,generic,generic
156,1d937a0a-1d3b-4853-aba6-2ab7a8b63234,d3d238ca-e750-4c2d-a21b-9b6794143385,1262,148,false,0.049166109702879796,0.3780000000000003,0.2836540264997701,0.01394616498455127,0.0,0.0,generic,generic
439,27bf3281-cca6-4c5e-8304-066b216843db,d3d238ca-e750-4c2d-a21b-9b6794143385,1683,148,false,0.04954417543600895,0.9390000000000007,0.04371779725275082,0.0021659622167661567,0.0,0.0,generic,generic
344,82be0088-d913-4847-821b-f1abd03e1d99,d3d238ca-e750-4c2d-a21b-9b6794143385,1452,148,false,0.04933493860237151,0.6330000000000005,0.12123796643338147,0.005981267630267253,0.0,0.0,generic,generic
346,2cc94e3c-a36d-481e-bfc7-ec2a45283ccd,d3d238ca-e750-4c2d-a21b-9b6794143385,531,147,true,0.04933688590502015,0.001,0.9966722160545233,0.04917270340818561,0.0,0.0,generic,generic
